"","id","name","display","notes","status","biomass_constant_a","biomass_constant_b","biomass_constant_c","climate_score","vulnerability","max_length","trophic_level","max_length_type","genus","group_size","trophic_group","functional_group","created_on","updated_on","species","calcium.mg","iron.mg","selenium.mug","zinc.mg","vitamin_a.mug"
"17","014d4464-162c-4872-8eb6-7471721057e7","bipartitus","Macropharyngodon bipartitus","subfamily bodyshape","Open",0.01,3.06,1,NA,22.77,13,3.5,"total length","1d9ec682-db3a-4b20-a554-02c284bf2c58","e5d75c96-9d6f-41a3-8f8e-85534d6d3337","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","2ab09ef5-1cb1-4ef4-8c5d-aa3291d907a3","2018-04-04T19:04:20.416391Z","2020-02-17T19:10:45.651302Z","Macropharyngodon bipartitus",67.70719391,1.105500714,14.71862373,1.434771312,75.27544805
"18","0167e0ae-c970-461d-b258-2ab253955b25","perlita","Zoramia perlita","","Open",0.01549,3.07,1,NA,10,5,3.4,"standard length","ffe1b50e-838b-4cdc-82ee-4ce6ef7bd1a4","5e235e0c-aeb3-45e1-87fe-59c875c87daa","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","2ab09ef5-1cb1-4ef4-8c5d-aa3291d907a3","2020-02-17T19:25:07.779099Z","2020-02-17T19:25:07.779120Z","Zoramia perlita",222.7324265,1.097409283,22.94751458,1.867963021,90.23401955
"19","01717606-3e6b-4b58-aef0-193f8f2d488c","tiburo","Sphyrna tiburo","","Open",0.00069,3.372,1,NA,49.68,150,3.91,"total length","5da851fa-684b-49aa-a22e-0896fd3221a7","930bac6f-5723-4863-81f1-819513df0296","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","4d268d15-a189-4925-b51f-fc7bddff5e47","2020-02-17T19:24:32.133697Z","2020-02-17T19:24:32.133718Z","Sphyrna tiburo",14.81487332,0.680194102,21.97563503,0.80303535,17.29099802
"20","0184f9a4-6518-49bb-84aa-780b248b5299","cocosensis","Asterorhombus cocosensis","","Open",0.01047,3,1,NA,21,12,3.6,"standard length","7d6ac229-fe4b-427a-9288-4f091e257395","930bac6f-5723-4863-81f1-819513df0296","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","2ab09ef5-1cb1-4ef4-8c5d-aa3291d907a3","2018-10-12T15:22:10.429830Z","2020-02-17T19:10:13.239587Z","Asterorhombus cocosensis",NA,NA,NA,NA,NA
"21","01bd2e93-4c8a-48cc-924f-7eedf439e582","fowleri","Acanthurus fowleri","subfamily bodyshape","Open",0.01698,2.99,1,NA,45.32,45,2.18,"standard length","4471fe8b-2a11-4e89-b931-c7456e0eb38d","930bac6f-5723-4863-81f1-819513df0296","7b52107b-d3a7-42ff-9aec-a24b74bd43a1","155c8b27-5653-4414-8d2e-167b867e6fac","2018-04-04T19:03:54.209431Z","2020-02-17T19:10:08.076931Z","Acanthurus fowleri",50.82240135,0.709128747,21.97630417,2.707603476,33.09666555
"22","01d7b66c-3b41-4699-9d8f-127147ab5fac","sebae","Amphiprion sebae","All LWR for bodyshape","Open",0.01122,3.04,1,NA,27.47,16,2.72,"total length","b0345e7d-abe7-439c-8dee-cc10b2990d96","239e669e-f42b-454d-a5ea-d2adf7198a51","b44fa509-536a-4498-b205-e34bb4a4b4d9","b02bb1b1-69cf-4cb4-b98d-0b9e90ade002","2018-04-04T19:04:33.760289Z","2020-02-17T19:10:10.996862Z","Amphiprion sebae",NA,NA,NA,NA,NA
"23","020588c8-9310-4b14-81fb-a997576d90f8","abdominalis","Abudefduf abdominalis","","Open",0.0369,3.13,0.865052,NA,35.77,30,3.02,"total length","5d54ff04-9ec3-44f9-9591-30730d32e8a8","5e235e0c-aeb3-45e1-87fe-59c875c87daa","b44fa509-536a-4498-b205-e34bb4a4b4d9","b02bb1b1-69cf-4cb4-b98d-0b9e90ade002","2018-04-04T19:04:33.829564Z","2020-02-17T19:10:06.860395Z","Abudefduf abdominalis",43.58695294,0.575000057,31.21631994,1.229738802,62.98210338
"24","02206b34-8749-4901-83cb-c0dc14b1da79","tarapacana","Mobula tarapacana","All LWR for bodyshape","Open",0.01,3.04,1,NA,55.09,328,3.79,"wing diameter","22f5cbf8-0e96-44b3-9b59-c661601461c8",NA,"b44fa509-536a-4498-b205-e34bb4a4b4d9","b02bb1b1-69cf-4cb4-b98d-0b9e90ade002","2018-04-04T19:04:28.811185Z","2020-02-17T19:10:46.941405Z","Mobula tarapacana",NA,NA,NA,NA,NA
"25","02233ece-0b22-40a1-b7c0-d8ed7869ff70","angulatus","Parupeneus angulatus","genus bodyshape","Open",0.01202,3.09,1,NA,20.55,14.25,3.4,"standard length","7c6a3120-bd46-44bd-9433-67a0689be9a8","5e235e0c-aeb3-45e1-87fe-59c875c87daa","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","2ab09ef5-1cb1-4ef4-8c5d-aa3291d907a3","2018-04-04T19:04:27.331981Z","2020-02-17T19:10:54.671192Z","Parupeneus angulatus",NA,NA,NA,NA,NA
"26","023f76ef-0cd8-4cdb-91a5-4d68beb71951","perniger","Eleotris perniger","","Open",0.01047,3.06,1,NA,25,13,3.6,"standard length","c045ea0c-e7d9-4c9e-9aba-6963cdacdf6f","239e669e-f42b-454d-a5ea-d2adf7198a51","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","4d268d15-a189-4925-b51f-fc7bddff5e47","2020-02-17T19:24:34.940648Z","2020-02-17T19:24:34.940670Z","Eleotris perniger",NA,NA,NA,NA,NA
"27","023fe045-0e7e-4621-86ef-76f30f8fa815","commerson","Scomberomorus commerson","","Open",0.007283,2.994036,1,NA,51.82,240,4.5,"fork length","d472da90-44ba-466a-9ad7-f378b98249cb",NA,"e7aeb7b3-6f85-437a-b538-a2b7141b8e1c","110740ed-2223-4531-bf5e-c83db70f7e84","2018-04-04T19:04:40.885267Z","2020-02-17T19:11:09.726456Z","Scomberomorus commerson",28.60675245,0.685622431,87.71736503,0.5344854,16.3855686
"28","0258e52b-2187-4230-80bd-9c1c452e30c4","papuensis","Oxyurichthys papuensis","","Open",0.01232,2.978223,1,NA,37.28,20,3.5,"standard length","01b3886a-c78b-4142-97ab-e25f3ecc7a77","930bac6f-5723-4863-81f1-819513df0296","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","2ab09ef5-1cb1-4ef4-8c5d-aa3291d907a3","2018-04-04T19:04:13.541720Z","2020-02-17T19:10:52.465689Z","Oxyurichthys papuensis",84.86999651,0.800402684,27.60577283,1.879992079,135.9963409
"29","02736a5e-95de-4102-a392-feeb3ac2eb49","nigroris","Acanthurus nigroris","genus bodyshape","Open",0.02291,2.96,1,NA,24.26,25,2,"total length","4471fe8b-2a11-4e89-b931-c7456e0eb38d","239e669e-f42b-454d-a5ea-d2adf7198a51","7b52107b-d3a7-42ff-9aec-a24b74bd43a1","155c8b27-5653-4414-8d2e-167b867e6fac","2018-04-04T19:03:54.460429Z","2020-02-17T19:10:08.453614Z","Acanthurus nigroris",76.55237829,0.831677969,17.84780671,2.904199622,28.31911647
"30","027590d5-e1aa-4172-9d91-66c5ddddf06e","dorsalis","Microspathodon dorsalis","subfamily bodyshape","Open",0.02239,2.99,1,NA,46.07,31,2.1,"standard length","345ec6a8-b0c1-49a7-ae24-103b69a2ea09",NA,"7b52107b-d3a7-42ff-9aec-a24b74bd43a1","155c8b27-5653-4414-8d2e-167b867e6fac","2018-04-04T19:04:36.180124Z","2020-02-17T19:10:46.854272Z","Microspathodon dorsalis",37.11302589,0.602842528,33.1416864,1.364521396,46.74150905
"31","029b793d-2a92-4909-b78d-0218308da53b","javanicus","Gymnothorax javanicus","genus bodyshape","Open",0.00095,3.1,1,NA,85.41,300,3.87,"total length","f563951c-95d4-4dae-860d-6f2143c71629",NA,"2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","4d268d15-a189-4925-b51f-fc7bddff5e47","2018-04-04T19:04:28.444705Z","2020-02-17T19:10:37.844076Z","Gymnothorax javanicus",11.90659227,0.268910572,62.09551115,0.684270291,46.9137226
"32","02a38a63-5fa7-4bd5-8c30-f054f4650f95","leuciscus","Neomyxus leuciscus","Estimated c","Open",0.0297,3.08,0.95,NA,53.14,46,2.85,"standard length","d4fda7c1-9936-4c3f-a027-32173c8f4bf5","10afcac0-d333-4fa3-aefd-23e3ca1bff6a","3c587268-a241-4930-973a-e69880ea438b","2ab09ef5-1cb1-4ef4-8c5d-aa3291d907a3","2018-04-04T19:04:27.119348Z","2020-02-17T19:10:49.557545Z","Neomyxus leuciscus",53.71474414,0.754936209,36.6898574,1.731482427,86.5091438
"33","02d9e940-7a40-4b33-848a-fda5a3b8fcc3","vanicolensis","Mulloidichthys vanicolensis","","Open",0.012151,2.961174,1,NA,23.19,38,3.6,"total length","c3a79def-942f-493e-9fca-94624e9fbb95","5e235e0c-aeb3-45e1-87fe-59c875c87daa","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","4d268d15-a189-4925-b51f-fc7bddff5e47","2018-04-04T19:04:27.306973Z","2020-02-17T19:10:47.336525Z","Mulloidichthys vanicolensis",61.49799907,0.640129466,42.90957666,1.113021543,45.89899783
"34","02dba446-a089-467b-8ed2-7c64a5fbd887","cardinalis","Hypoplectrodes cardinalis","subfamily bodyshape","Open",0.00933,2.97,1,NA,14.62,10,3.6,"total length","b7e1897f-ebdb-41c3-974e-f5563dff3c44",NA,"2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","4d268d15-a189-4925-b51f-fc7bddff5e47","2018-04-04T19:03:56.038947Z","2020-02-17T19:10:40.941536Z","Hypoplectrodes cardinalis",NA,NA,NA,NA,NA
"35","02e5e0d4-73b6-4c72-a140-a959a6557349","flavomaculata","Chromis flavomaculata","subfamily bodyshape","Open",0.01479,2.98,1,NA,27.47,16,2.96,"total length","c6b2d3bc-e34f-447e-ace7-0e8f6e3aaee9","10afcac0-d333-4fa3-aefd-23e3ca1bff6a","b44fa509-536a-4498-b205-e34bb4a4b4d9","b02bb1b1-69cf-4cb4-b98d-0b9e90ade002","2018-04-04T19:04:34.771248Z","2020-02-17T19:10:25.509401Z","Chromis flavomaculata",45.49698741,1.180558282,14.67089697,1.122626464,91.02233979
"36","02fa4bb8-f4df-4ad1-ba3d-8fbbc6d2cc73","punctata","Pogonoperca punctata","subfamily bodyshape","Open",0.01122,3.06,1,NA,34.24,35,4,"total length","b5cf0431-8f3e-4013-8a54-22422e5b9a7a",NA,"e7aeb7b3-6f85-437a-b538-a2b7141b8e1c","93553f68-2e87-447e-b523-d98eb326081d","2018-04-04T19:04:13.807209Z","2020-02-17T19:10:58.514392Z","Pogonoperca punctata",49.56199753,0.538776146,35.46319348,1.160579165,104.0539969
"37","02fc9b6b-4170-4c59-933f-fb02501fec72","margariteus","Abudefduf margariteus","genus bodyshape","Open",0.02455,3.01,1,NA,32.51,16,2.72,"standard length","5d54ff04-9ec3-44f9-9591-30730d32e8a8","5e235e0c-aeb3-45e1-87fe-59c875c87daa","3c587268-a241-4930-973a-e69880ea438b","b02bb1b1-69cf-4cb4-b98d-0b9e90ade002","2018-04-04T19:04:33.922466Z","2020-02-17T19:10:06.995697Z","Abudefduf margariteus",NA,NA,NA,NA,NA
"38","02ffeb9f-53c6-4eee-81ad-fed24029120f","milleri","Atherinella milleri","","Open",0.00525,3.08,1,NA,10,5.5,2.8,"total length","949247f7-53df-418d-8a73-1f3c90aa7ad2","10afcac0-d333-4fa3-aefd-23e3ca1bff6a","3c587268-a241-4930-973a-e69880ea438b","2ab09ef5-1cb1-4ef4-8c5d-aa3291d907a3","2020-02-17T19:24:24.460046Z","2020-02-17T19:24:24.460068Z","Atherinella milleri",NA,NA,NA,NA,NA
"39","03279222-c7a8-46d6-8616-38546e728ad2","joanallenae","Cirrhilabrus joanallenae","","Open",0.0166,2.95,1,NA,15,8.5,3.3,"total length","01a60954-531d-40d9-8d3a-daa18c3fac38","5e235e0c-aeb3-45e1-87fe-59c875c87daa","b44fa509-536a-4498-b205-e34bb4a4b4d9","b02bb1b1-69cf-4cb4-b98d-0b9e90ade002","2018-10-12T15:22:11.518987Z","2020-02-17T19:10:27.807596Z","Cirrhilabrus joanallenae",NA,NA,NA,NA,NA
"40","0332776c-d6c0-43e7-92e1-96a704ead289","hardwicke","Thalassoma hardwicke","","Open",0.008713,3.208829,1,NA,13.88,20,3.5,"total length","32f05639-0443-4bef-b91b-0fe0318d9fd2","239e669e-f42b-454d-a5ea-d2adf7198a51","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","2ab09ef5-1cb1-4ef4-8c5d-aa3291d907a3","2018-04-04T19:04:20.887778Z","2020-02-17T19:11:14.495698Z","Thalassoma hardwicke",93.6465621,0.848461866,36.20676741,1.676486111,61.64672276
"41","0332f096-7763-4930-a7ce-7c46a8aa4f86","talboti","Stanulus talboti","subfamily bodyshape","Open",0.00741,3,1,NA,10,4.8,2,"total length","26a134be-f90a-4f3e-9f93-fd9f7f71c0b4",NA,"7b52107b-d3a7-42ff-9aec-a24b74bd43a1","155c8b27-5653-4414-8d2e-167b867e6fac","2018-04-04T19:04:01.872681Z","2020-02-17T19:11:12.389245Z","Stanulus talboti",207.1699106,1.147695069,25.32969158,2.798026324,78.82011302
"42","033b3e44-800c-4251-a403-10115ea6b81e","desjardinii","Zebrasoma desjardinii","subfamily bodyshape","Open",0.02344,2.97,1,NA,32.19,40,2,"total length","846b25b3-bd9e-41a3-bd6b-7206a917217d","239e669e-f42b-454d-a5ea-d2adf7198a51","7b52107b-d3a7-42ff-9aec-a24b74bd43a1","155c8b27-5653-4414-8d2e-167b867e6fac","2018-04-04T19:03:54.860144Z","2020-02-17T19:11:17.410157Z","Zebrasoma desjardinii",37.19335379,0.745152954,13.07611962,1.722249599,24.64154329
"43","033da681-6627-471a-8cc8-5817c11a62eb","akaara","Epinephelus akaara","genus bodyshape","Open",0.01148,3.04,1,NA,46.28,58,3.95,"total length","e2682221-edff-447e-8754-c5d01e244101",NA,"e7aeb7b3-6f85-437a-b538-a2b7141b8e1c","93553f68-2e87-447e-b523-d98eb326081d","2018-04-04T19:04:10.091387Z","2020-02-17T19:10:33.388592Z","Epinephelus akaara",23.3439668,0.436171816,37.88225401,1.270209072,207.4370483
"44","0341b0e1-09b8-4107-84bd-8d87b8b803c4","laudandus","Plagiotremus laudandus","subfamily bodyshape","Open",0.00537,3.05,1,NA,16.21,8,4.4,"total length","1b38eb60-b4aa-4168-b9b1-36b35bb69981",NA,"e7aeb7b3-6f85-437a-b538-a2b7141b8e1c","df81eb13-092e-4d31-b2a9-62ea76e8309e","2018-04-04T19:04:00.847794Z","2020-02-17T19:10:56.714055Z","Plagiotremus laudandus",154.6663957,0.866723975,24.2748827,1.557960895,301.5218419
"45","03423ae6-77c8-43fd-af7d-42e24af93a00","sinclairi","Chrysiptera sinclairi","subfamily bodyshape","Open",0.01479,2.98,1,NA,12.47,5,2.74,"standard length","eb44c561-f89f-4074-8bd1-9ec6d0eaeb06","239e669e-f42b-454d-a5ea-d2adf7198a51","3c587268-a241-4930-973a-e69880ea438b","b02bb1b1-69cf-4cb4-b98d-0b9e90ade002","2018-04-04T19:04:35.666877Z","2020-02-17T19:10:27.223459Z","Chrysiptera sinclairi",NA,NA,NA,NA,NA
"46","0354559c-2fae-4e5a-9da3-b7f99708ef2d","pardalotus","Acanthistius pardalotus","All LWR for bodyshape","Open",0.01,3.04,1,NA,49.32,NA,4.1,"","b44eabc0-25c2-4e99-8cc9-44304810fcc5",NA,"e7aeb7b3-6f85-437a-b538-a2b7141b8e1c","93553f68-2e87-447e-b523-d98eb326081d","2018-04-04T19:03:55.779363Z","2020-02-17T19:10:07.501193Z","Acanthistius pardalotus",81.96565303,0.275617265,3.015396493,1.589145623,2101.143557
"47","03561adc-7c66-45d5-bfab-88598b74b432","longipes","Hologymnosus longipes","","Open",0.0049,3.11,1,NA,38,40,4,"total length","07f95e30-c9e1-42c2-b0e5-6aeef458bbbe","239e669e-f42b-454d-a5ea-d2adf7198a51","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","4d268d15-a189-4925-b51f-fc7bddff5e47","2018-10-12T15:22:12.638855Z","2020-02-17T19:10:40.808463Z","Hologymnosus longipes",NA,NA,NA,NA,NA
"48","03635b1f-95c2-4a80-be46-208152a69138","choram","Tylosurus choram","subfamily bodyshape","Open",0.00132,3.1,1,NA,59.65,120,4.4,"total length","5b08286c-4464-45c2-b3d5-3e65c6cb0e72","239e669e-f42b-454d-a5ea-d2adf7198a51","e7aeb7b3-6f85-437a-b538-a2b7141b8e1c","110740ed-2223-4531-bf5e-c83db70f7e84","2018-04-04T19:04:00.390898Z","2020-02-17T19:11:15.945538Z","Tylosurus choram",NA,NA,NA,NA,NA
"49","036a5b80-25a2-4d6c-9ab3-6e48fadbbc2d","margarethae","Upeneus margarethae","genus bodyshape","Open",0.00933,3.09,1,NA,15.01,11,3.4,"standard length","98f3b35f-9995-4f74-927f-8c5e104693e6","5e235e0c-aeb3-45e1-87fe-59c875c87daa","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","4d268d15-a189-4925-b51f-fc7bddff5e47","2018-04-04T19:04:27.938799Z","2020-02-17T19:11:16.322097Z","Upeneus margarethae",NA,NA,NA,NA,NA
"50","03826601-fda9-4554-81bb-abc1fd48507b","lividus","Stegastes lividus","","Open",0.0652,2.741,0.885,NA,22.69,11,2,"total length","cbce6ec7-25a5-41e1-b907-1a14d63abd6e",NA,"7b52107b-d3a7-42ff-9aec-a24b74bd43a1","155c8b27-5653-4414-8d2e-167b867e6fac","2018-04-04T19:04:38.062555Z","2020-02-17T19:11:12.710299Z","Stegastes lividus",90.23008401,0.822246722,25.9509366,1.712942702,69.78295056
"51","03dbdfd1-2ce2-4b80-b470-210ef328a9d8","binotatus","Synodus binotatus","genus bodyshape","Open",0.00407,3.19,1,NA,13.37,18,4,"total length","e147deab-ba84-4aff-9906-75758741620c",NA,"e7aeb7b3-6f85-437a-b538-a2b7141b8e1c","93553f68-2e87-447e-b523-d98eb326081d","2018-04-04T19:04:43.688434Z","2020-02-17T19:11:13.863288Z","Synodus binotatus",91.33814581,0.706593877,32.10442612,1.123259124,117.4764009
"52","03ffe54c-224a-49d7-8872-4ff611de2b27","multinotatus","Epinephelus multinotatus","","Open",0.0167,2.964,1,NA,39.07,100,3.86,"total length","e2682221-edff-447e-8754-c5d01e244101",NA,"2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","4d268d15-a189-4925-b51f-fc7bddff5e47","2018-04-04T19:04:10.836701Z","2020-02-17T19:10:34.402411Z","Epinephelus multinotatus",19.59885237,0.445378341,48.55768474,1.110669851,100.1794339
"53","04018cbe-9c3a-4cd0-b1ed-99f20094cd6f","orarius","Urolophus orarius","All LWR for bodyshape","Open",0.01,3.04,1,NA,50.88,31,3.4,"total length","61f7fdb6-51f9-47f0-b120-52128936cc00",NA,"2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","4d268d15-a189-4925-b51f-fc7bddff5e47","2018-04-04T19:04:45.449575Z","2020-02-17T19:11:16.745750Z","Urolophus orarius",NA,NA,NA,NA,NA
