,country,site,longitude,latitude,score,scorecn,scorecy,scorepfc,scoreth,scoretr,reefpct,grav_NC,sediment,nutrient,pop_count,num_ports,reef_value
310,Indonesia,Lapeng,95.110942,5.698567,0.02036,-0.65078,0.76178,0.07083,0.19289,-0.32267,0.0636,80.52032028,0,0,8352.027544,0,140
311,Indonesia,Leun Balee 1,95.073011,5.7276,0.03122,-0.51176,0.76178,0.07238,0.24935,-0.2416,0.0236,42.74051818,11.18389893,1.135951638,8266.371708,0,79
312,Indonesia,Leun Balee 2,95.066803,5.742094,0.03122,-0.51176,0.76178,0.07238,0.24935,-0.2416,0.0236,42.74051818,11.18389893,1.135951638,8266.371708,0,79
313,Indonesia,Lhok Weng,95.266436,5.863641,-0.03586,-1.20055,0.76178,0.07561,-0.21099,-0.61103,0.0592,23.02923045,25.5213089,0.410335571,24794.61707,0,18327
314,Indonesia,Lhong Angin 1,95.258366,5.832608,-0.02983,-1.20055,0.76178,0.07421,-0.15561,-0.50302,0.0476,36.12729279,0,0,23258.73895,0,8677
315,Indonesia,Lhong Angin 2,95.259771,5.821984,-0.02983,-1.20055,0.76178,0.07421,-0.15561,-0.50302,0.0476,36.12729279,0,0,23258.73895,0,8677
316,Indonesia,Paloh,95.092577,5.664196,0.03747,-0.51176,0.76178,0.0711,0.32144,-0.20845,0.0692,68.29386437,0,0,9272.332968,0,288
317,Indonesia,Pemanfaatan Anoi Itam,95.373519,5.84269,-0.03999,-1.20055,0.76178,0.07385,-0.25174,-0.6554,0.036,47.73823597,16.62815094,5.695496082,20228.27004,2,896
318,Indonesia,Pemanfaatan Ie Meule,95.326952,5.902357,-0.04666,-1.20055,0.76178,0.07689,-0.31035,-0.79657,0.022,20.09387467,11.79410553,0.173359513,2893.050171,0,1713
319,Indonesia,Pemanfaatan lam pageu,95.237595,5.89558,-0.02495,-1.02651,0.76178,0.07576,-0.16858,-0.5261,0.04,18.23516408,16.84543037,0.245613441,12111.58557,0,12214
320,Indonesia,Pulau tengkorak,95.143806,5.660906,0.02036,-0.65078,0.76178,0.07083,0.19289,-0.32267,0.0636,80.52032028,0,0,8352.027544,0,140
321,Indonesia,Reuteuk,95.361379,5.857249,-0.04418,-1.20055,0.76178,0.07532,-0.2893,-0.73808,0.0316,28.55771279,17.60264206,1.301038027,15986.96282,2,1518
322,Indonesia,Rubiah Channel,95.25491,5.883753,-0.03586,-1.20055,0.76178,0.07561,-0.21099,-0.61103,0.0592,23.02923045,25.5213089,0.410335571,24794.61707,0,18327
323,Indonesia,Rubiah Sea Garden,95.260645,5.881452,-0.03586,-1.20055,0.76178,0.07561,-0.21099,-0.61103,0.0592,23.02923045,25.5213089,0.410335571,24794.61707,0,18327
324,Indonesia,Sumur Tiga,95.345471,5.888368,-0.04165,-1.20055,0.76178,0.07546,-0.26696,-0.69201,0.088,27.82329682,0,0,25972.72498,2,10446
325,Indonesia,Tuan Pulau,95.163395,5.558743,0.04793,-0.19013,0.76178,0.06788,0.32476,-0.26917,0.096,236.7637742,82.52529907,42.45854568,8231.301971,0,279
326,Indonesia,Ujung Kareung,95.353636,5.876189,-0.04418,-1.20055,0.76178,0.07532,-0.2893,-0.73808,0.0316,28.55771279,17.60264206,1.301038027,15986.96282,2,1518
327,Indonesia,Ujung Seuke,95.37631,5.808332,-0.03999,-1.20055,0.76178,0.07385,-0.25174,-0.6554,0.036,47.73823597,16.62815094,5.695496082,20228.27004,2,896
328,Indonesia,Ujung Seurawan,95.237595,5.89558,-0.02495,-1.02651,0.76178,0.07576,-0.16858,-0.5261,0.04,18.23516408,16.84543037,0.245613441,12111.58557,0,12214
329,Indonesia,Ampalas Barat,121.28002,-6.92243,0.06255,0.91038,0.76178,0.09292,-0.02427,-0.14239,0.3792,1.538432068,0,0,0,0,0
330,Indonesia,Belang-Belang,121.09569,-6.39778,0.06806,1.01401,0.76178,0.1217,-0.00223,-0.2905,0.0032,2.21593571,0,0,47.08394623,0,0
331,Indonesia,Bungin Laloh,121.28083,-6.81948,0.06187,0.91038,0.76178,0.09725,-0.01174,-0.27591,0.2224,1.584830887,0,0,0,0,0
332,Indonesia,Jinato Barat,120.96176,-6.77289,0.04935,0.95761,0.76178,0.10046,-0.15935,-0.4384,0.1544,1.984794795,0.020299161,0,67.43714905,0,0
333,Indonesia,Jinato Timur,120.97266,-6.7591,0.04935,0.95761,0.76178,0.10046,-0.15935,-0.4384,0.1544,1.984794795,0.020299161,0,67.43714905,0,0
334,Indonesia,Kayuadi Barat,120.775,-6.80719,0.04885,0.8234,0.76178,0.0987,-0.13358,-0.28802,0.0504,2.13622388,2.923927784,0.001557045,2198.605591,0,0
335,Indonesia,Kayuadi Tenggara,120.81421,-6.83133,0.049,0.8234,0.76178,0.09856,-0.13243,-0.28319,0.0156,2.083233933,3.388948441,0.000407348,2198.605591,0,0
336,Indonesia,Kayuadi Timur,120.8084,-6.78968,0.04859,0.83952,0.76178,0.10099,-0.13636,-0.33916,0.0124,2.193224271,2.819283724,0,1674.961609,0,0
337,Indonesia,Lantigiang Barat Daya,120.95501,-6.70882,0.05124,0.95761,0.76178,0.1028,-0.13433,-0.45964,0.1316,2.018045965,0.002627219,0,76.01996422,0,0
338,Indonesia,Lantigiang Timur,120.97813,-6.70094,0.05124,0.95761,0.76178,0.1028,-0.13433,-0.45964,0.1316,2.018045965,0.002627219,0,76.01996422,0,0
339,Indonesia,Lantigiang Utara,120.96014,-6.69546,0.05658,0.95761,0.76178,0.10514,-0.08068,-0.40688,0.122,2.056296542,0,0,8.58281517,0,0
340,Indonesia,Latondu Kecil 1,120.92637,-6.54816,0.07181,0.86815,0.76178,0.11248,0.06854,-0.03474,0.2984,2.253468073,0,0,217.2869015,0,140
341,Indonesia,Latondu Kecil 3,120.94196,-6.49715,0.07236,0.92326,0.76178,0.11555,0.04903,-0.03957,0.0068,2.27174931,0,0,202.6421471,0,0
342,Indonesia,Latondu Timur,121.0013,-6.499,0.0754,1.01401,0.76178,0.11483,0.06676,-0.14047,0.1224,2.135264847,0,0,228.8114953,0,21
343,Indonesia,Pasitalu Barat,121.06151,-7.05258,0.06971,0.84278,0.76178,0.08643,0.07566,-0.01305,0.05,1.615437227,0,0.005716296,93.78020334,0,0
344,Indonesia,Pasitalu Timur,121.11573,-7.07844,0.06885,0.84278,0.76178,0.08643,0.06194,0.00322,0.1172,1.582530067,0,0.001335339,88.50788498,0,0
345,Indonesia,Rajuni Besar,121.01618,-6.57093,0.06894,0.80294,0.76178,0.10953,0.0963,-0.20296,0.2444,2.101935027,0,0,248.4581547,0,7
346,Indonesia,Rajuni Kecil Barat Daya,120.9909,-6.54722,0.07135,0.86815,0.76178,0.11216,0.07608,-0.10281,0.3444,2.186034005,0,0,305.0732083,0,455
347,Indonesia,Taka Balaloong Utara,121.12989,-6.81288,0.0474,0.94229,0.76178,0.09768,-0.17102,-0.45356,0.552,1.777858903,0,0,0,0,0
348,Indonesia,Taka Balanda,121.30575,-6.92343,0.06946,1.05132,0.76178,0.09284,0.00439,-0.16812,0.2292,1.538432068,0,0,0,0,0
349,Indonesia,Taka Bayang Pogo,121.06876,-6.92478,0.05187,0.94229,0.76178,0.09327,-0.15817,-0.20624,0.2996,1.774683769,0,0,0,0,0
350,Indonesia,Taka Gantarang 1,121.2271,-6.44483,0.05505,0.9617,0.76178,0.11686,-0.12024,-0.36937,0.062,1.958892651,0,0,0,0,0
351,Indonesia,Taka Kayu Bulan Utara,121.05997,-6.75829,0.04385,0.99413,0.76178,0.10011,-0.22622,-0.52551,0.4376,1.866587561,0,0,0,0,0
352,Indonesia,Taka Kumai Barat,121.1457,-6.87341,0.04859,0.94229,0.76178,0.09543,-0.1697,-0.37101,0.5328,1.750330441,0,0,0,0,0
353,Indonesia,Taka Lamungan Tenggara,121.27791,-6.54611,0.05231,0.863,0.76178,0.11022,-0.10982,-0.33986,0.6656,1.862307918,0,0,0,0,0
354,Indonesia,Taka Lamungan Timur,121.30519,-6.51493,0.05025,0.863,0.76178,0.1099,-0.13549,-0.33686,0.0516,1.862307918,0,0,0,0,0
355,Indonesia,Taka Lamungan Timur Laut,121.29791,-6.48622,0.0538,0.9617,0.76178,0.11302,-0.13671,-0.34338,0.5796,1.935187512,0,0,0,0,0
356,Indonesia,Taka Lasalimu,121.18877,-6.5849,0.06684,0.863,0.76178,0.10865,0.05442,-0.25207,0.1476,1.90412283,0,0,0,0,0
357,Indonesia,Taka Malori Selatan,121.0464,-6.89226,0.04495,0.94229,0.76178,0.09567,-0.21961,-0.34606,0.1084,1.86061334,0,0,0,0,0
358,Indonesia,Taka Rajuni,121.03266,-6.6057,0.06153,0.80294,0.76178,0.10722,0.03365,-0.34274,0.3356,2.066618325,0,0,79.22972107,0,0
359,Indonesia,Taka Sirobe,121.20457,-6.64884,0.0646,0.863,0.76178,0.10616,0.03411,-0.27786,0.178,1.805426634,0,0,0,0,0
360,Indonesia,Taka Takere,121.20734,-6.68496,0.0626,0.90042,0.76178,0.10397,-0.00288,-0.28779,0.1252,1.713963092,0,0,0,0,0
361,Indonesia,Tambuna Besar,121.20885,-7.01067,0.06326,0.72739,0.76178,0.08863,0.04956,-0.04136,0.088,1.52957609,0,0,9.759521484,0,0
362,Indonesia,Tarupa Besar Selatan,121.1272,-6.50876,0.06798,0.80294,0.76178,0.11119,0.08259,-0.20135,0.0696,2.001918393,0,0,96.18452835,0,0
363,Indonesia,Tarupa Kecil,121.13815,-6.45167,0.07044,1.01401,0.76178,0.1141,0.02477,-0.23838,0.5096,2.038047055,0,0,64.27397633,0,0
364,Indonesia,Tarupa Kecil Barat,121.07067,-6.44962,0.07106,1.01401,0.76178,0.11808,0.03031,-0.2478,0.1868,2.129749204,0,0,54.65938044,0,0
365,Indonesia,Tinabo Besar,121.10214,-6.56134,0.06763,0.80294,0.76178,0.10894,0.08831,-0.24307,0.064,1.965789732,0,0,41.67480087,0,0
366,Indonesia,Tinabo Kecil 1,121.075189,-6.573908,0.06776,0.80294,0.76178,0.10923,0.08873,-0.23793,0.2068,2.033862379,0,0,121.8856735,0,0
367,Indonesia,Tinanja Timur,121.17685,-6.55469,0.06684,0.863,0.76178,0.10865,0.05442,-0.25207,0.1476,1.90412283,0,0,0,0,0
368,Indonesia,Dangar Rea (N),117.65688,-8.41902,-0.09117,0.74514,0.56823,0.07809,-1.31639,-2.43212,0.03,3.597631736,55.42445374,17.41767883,2003.542455,0,8
369,Indonesia,Dangar Rea (SE),117.66481,-8.43359,-0.09117,0.74514,0.56823,0.07809,-1.31639,-2.43212,0.03,3.597631736,55.42445374,17.41767883,2003.542455,0,8
370,Indonesia,Liang (S),117.67701,-8.52406,-0.18122,0.26478,0.56823,0.07297,-2.05634,-3.25835,0.1272,2.827492047,66.13036346,20.43396378,5734.883102,0,0
371,Indonesia,Ngali (N),117.72924,-8.4748,-0.13712,0.74514,0.56823,0.07313,-1.78003,-2.95216,0.0064,2.90799696,44.16291809,17.4493885,1836.365669,0,0
372,Indonesia,Owang Balok,117.74933,-8.53553,-0.17417,0.74514,0.56823,0.0715,-2.16804,-3.30904,0.0824,2.543072236,54.20088959,19.9916954,3595.603091,0,0
373,Indonesia,Sea Site,117.44772,-8.4078,-0.06871,0.26478,0.53814,0.08289,-0.92358,-1.89072,0.006,2.574741218,0,0,9025.576401,0,13
374,Indonesia,Tanjung Bantin_Zona Inti,117.59092,-8.42352,-0.0811,0.26478,0.5528,0.08129,-1.04933,-2.05986,0.056,3.248541503,104.1395798,25.11544228,8132.715759,0,53
375,Indonesia,Tanjung Bantin_Zona Pemanfaatan,117.60098,-8.42352,-0.0939,0.26478,0.56747,0.07969,-1.17365,-2.26259,0.0872,3.922341788,80.99238586,22.01203918,5002.556676,0,29
376,Indonesia,Tanjung Bara,117.56184,-8.40459,-0.0811,0.26478,0.5528,0.08129,-1.04933,-2.05986,0.056,3.248541503,104.1395798,25.11544228,8132.715759,0,53
377,Indonesia,Tanjung Bele,117.63306,-8.45523,-0.12854,0.26478,0.56747,0.07618,-1.51459,-2.70132,0.0644,3.517126823,0,0,9856.092367,0,15
378,Indonesia,Tanjung Menangis,117.43035,-8.40283,-0.06871,0.26478,0.53814,0.08289,-0.92358,-1.89072,0.006,2.574741218,0,0,9025.576401,0,13
379,Indonesia,Teluk Jarak,117.71107,-8.51392,-0.17417,0.74514,0.56823,0.0715,-2.16804,-3.30904,0.0824,2.543072236,54.20088959,19.9916954,3595.603091,0,0
380,Indonesia,Teluk Mariam,117.65513,-8.52157,-0.18122,0.26478,0.56823,0.07297,-2.05634,-3.25835,0.1272,2.827492047,66.13036346,20.43396378,5734.883102,0,0
381,Indonesia,Teluk Tete,117.73374,-8.4946,-0.13712,0.74514,0.56823,0.07313,-1.78003,-2.95216,0.0064,2.90799696,44.16291809,17.4493885,1836.365669,0,0
382,Tanzania,Bawe North,39.138394,-6.146322,0.10877,0.67935,0.76178,0.12193,0.53654,0.28766,0.0084,1002.011273,13.14284039,0.798480392,59495.39144,2,158
383,Tanzania,Bawe South,39.133875,-6.157153,0.10678,0.67935,0.76178,0.11896,0.52138,0.25356,0.0256,870.7939502,11.8478384,1.018079758,111452.7133,2,667
384,Tanzania,Bongoyo 1,39.2587,-6.6965,0.07996,0.26649,0.76178,0.06598,0.43956,0.16994,0.3104,6161.868704,29.74359703,4.942121983,180467.875,0,7000
385,Tanzania,Bongoyo 2,39.26326,-6.69964,0.07996,0.26649,0.76178,0.06598,0.43956,0.16994,0.3104,6161.868704,29.74359703,4.942121983,180467.875,0,7000
386,Tanzania,Chapwani,39.11,-6.066944,0.10975,0.67935,0.76178,0.12489,0.53366,0.35132,0.0196,522.1805992,11.31996632,0.63789469,2764.773438,0,187
387,Tanzania,Dambwe East,39.00757,-5.64383,0.13796,0.91097,0.76178,0.1623,0.64608,0.86491,0.1204,12.74162462,30.55654144,3.297249317,329.548645,0,24
388,Tanzania,Dambwe West,39.00128,-5.64102,0.13796,0.91097,0.76178,0.1623,0.64608,0.86491,0.1204,12.74162462,30.55654144,3.297249317,329.548645,0,24
389,Tanzania,Fungu Zinga North,39.045356,-5.532489,0.15224,1.05591,0.76178,0.16802,0.71818,1.05045,0.0632,21.11586101,176.2409363,8.600183487,3877.740891,0,18
390,Tanzania,Maziwe Dive,39.072503,-5.495156,0.15708,1.05591,0.76178,0.16531,0.76266,1.14494,0.044,32.38792034,230.2082062,9.553946495,28.86204243,0,13
391,Tanzania,Maziwe North,39.06555,-5.49793,0.15708,1.05591,0.76178,0.16531,0.76266,1.14494,0.044,32.38792034,230.2082062,9.553946495,28.86204243,0,13
392,Tanzania,Maziwe South,39.06251,-5.508,0.15384,1.05591,0.76178,0.16276,0.73384,1.09986,0.12,16.29861217,118.3972931,6.99547863,8.715195656,0,25
393,Tanzania,Mbudya 1,39.24397,-6.65323,0.09268,0.79498,0.76178,0.07243,0.37409,0.09147,0.0844,9897.323272,0,0,398848.7813,0,3093
394,Tanzania,Mbudya 2,39.2485,-6.66104,0.09268,0.79498,0.76178,0.07243,0.37409,0.09147,0.0844,9897.323272,0,0,398848.7813,0,3093
395,Tanzania,Pungume edge,39.353331,-6.430131,0.10525,0.86396,0.76178,0.07295,0.48968,0.1387,0.0112,83.30176596,11.37857342,0.372689992,1535.905392,0,28
396,Tanzania,Pungume Lighthouse,39.333869,-6.439731,0.10291,0.86396,0.76178,0.07919,0.46655,0.07491,0.122,93.17648562,8.148827553,0.628460705,307.9554253,0,219
397,Tanzania,Pungume North,39.338256,-6.416728,0.10291,0.86396,0.76178,0.07919,0.46655,0.07491,0.122,93.17648562,8.148827553,0.628460705,307.9554253,0,219
398,Tanzania,Pungume South,39.34175,-6.41935,0.10291,0.86396,0.76178,0.07919,0.46655,0.07491,0.122,93.17648562,8.148827553,0.628460705,307.9554253,0,219
399,Mozambique,Aquarium,35.5,-21.8,0.0467,-0.17009,0.31367,-0.11984,0.4626,0.90268,0.0112,0.619758706,0.889220774,0.129017383,893.1182268,0,251
400,Mozambique,Babylon,40.73125,-11.00728,0.08085,0.59263,0.76178,-0.11977,0.40123,0.65973,0.4772,0.858624505,0.438901633,0.119152419,378.5639057,0,11829
401,Mozambique,Baluba,35.52,-22.04,0.03386,-0.46458,0.27,-0.13072,0.46666,0.88206,0.0076,0.745446457,1.679522514,0.27865693,3.310698137,0,117
402,Mozambique,Dos Piedras,40.55455,-12.14501,0.08106,0.73382,0.76178,-0.13292,0.40786,0.38234,0.1592,1.358465442,11.66681767,0.292613566,277.4506407,0,364
403,Mozambique,Fingers,40.56451,-12.9466,0.10118,0.50019,0.52853,-0.13599,0.72377,1.11799,0.2344,48.75056699,0,0,188861.2021,0,2245
404,Mozambique,Kisirwa Nkunga,40.69282,-10.9953,0.09333,0.86886,0.76178,-0.12205,0.44345,0.62528,0.048,1.001255337,2.480049372,0.301341683,548.5538788,0,2695
405,Mozambique,Libelula,40.68,-14.48995,0.1046,0.15975,0.44263,-0.1232,0.87592,1.45323,0.1284,2.858422116,43.02651596,0.70620507,84937.23004,2,2452
406,Mozambique,Light House Point,40.71142,-10.994,0.0793,0.59263,0.76178,-0.11984,0.39372,0.599,0.0672,0.961601876,0.792580247,0.166516185,378.5639057,0,2511
407,Mozambique,Lighthouse,40.62551,-12.33049,0.07482,0.6943,0.75469,-0.13171,0.36376,0.30958,0.228,1.875521448,16.33883095,0.367150813,9233.712324,0,43
408,Mozambique,Londo 2,40.51,-12.93,0.11521,0.64867,0.57252,-0.13934,0.80682,1.16751,0.0424,468.9482921,40.39345551,0.916149914,102609.4207,2,813
409,Mozambique,Londo baobab,40.4999,-12.9197,0.11764,0.64867,0.6165,-0.14189,0.84797,1.02067,0.0076,835.842215,51.22248077,0.920105577,55257.08249,2,81
410,Mozambique,Londo3 Outside,40.51946,-12.91332,0.11521,0.64867,0.57252,-0.13934,0.80682,1.16751,0.0424,468.9482921,40.39345551,0.916149914,102609.4207,2,813
411,Mozambique,Lutala,40.61083,-12.3139,0.07482,0.6943,0.75469,-0.13171,0.36376,0.30958,0.228,1.875521448,16.33883095,0.367150813,9233.712324,0,43
412,Mozambique,Magaruque,35.42874,-21.95873,0.03114,-0.46458,0.27428,-0.12886,0.43822,0.83523,0.044,0.745446457,0.488404542,0.148243412,0.064134702,0,0
413,Mozambique,Matemo Wall,40.62057,-12.25463,0.07642,0.6943,0.7589,-0.13127,0.37568,0.33882,0.3468,1.684140706,17.48195076,0.294285238,668.1865091,0,0
414,Mozambique,Metundo 1,40.688139,-11.12525,0.0928,0.87282,0.76178,-0.12196,0.42069,0.70111,0.3896,0.772423609,0.715925813,0.172567785,372.7903161,0,874
415,Mozambique,Motiva,40.72038,-14.4274,0.09147,0.15975,0.43264,-0.12012,0.72645,1.39407,0.1204,2.205988137,43.80258942,0.986088455,84969.84936,0,232
416,Mozambique,Mulu-Rolas,40.57806,-12.13842,0.08106,0.73382,0.76178,-0.13292,0.40786,0.38234,0.1592,1.358465442,11.66681767,0.292613566,277.4506407,0,364
417,Mozambique,Mutunculo,40.70652,-11.0334,0.08085,0.59263,0.76178,-0.11977,0.40123,0.65973,0.4772,0.858624505,0.438901633,0.119152419,378.5639057,0,11829
418,Mozambique,Mwazi,40.68165,-11.04015,0.09517,0.86886,0.76178,-0.12202,0.45341,0.69226,0.2716,0.834954056,1.663301349,0.236197338,546.6099548,0,9298
419,Mozambique,Nairete,40.67789,-14.44934,0.10194,0.15975,0.44256,-0.12348,0.84602,1.43977,0.0292,2.366015251,48.00799942,0.886588156,48682.69378,0,378
420,Mozambique,Panga panga,40.63589,-11.0257,0.09517,0.86886,0.76178,-0.12426,0.48085,0.55889,0.3552,0.8909387,4.334177971,0.390634865,707.641,0,6440
421,Mozambique,Panga Panga Point 1,40.6099,-11.0093,0.09517,0.86886,0.76178,-0.12426,0.48085,0.55889,0.3552,0.8909387,4.334177971,0.390634865,707.641,0,6440
422,Mozambique,Pangayo,40.7183,-11.03114,0.08085,0.59263,0.76178,-0.11977,0.40123,0.65973,0.4772,0.858624505,0.438901633,0.119152419,378.5639057,0,11829
423,Mozambique,Papagaio,40.713367,-10.995,0.0793,0.59263,0.76178,-0.11984,0.39372,0.599,0.0672,0.961601876,0.792580247,0.166516185,378.5639057,0,2511
424,Mozambique,Papangu,40.72115,-10.9967,0.0793,0.59263,0.76178,-0.11984,0.39372,0.599,0.0672,0.961601876,0.792580247,0.166516185,378.5639057,0,2511
425,Mozambique,Paradise 1,40.65984,-14.45889,0.1046,0.15975,0.44263,-0.1232,0.87592,1.45323,0.1284,2.858422116,43.02651596,0.70620507,84937.23004,2,2452
426,Mozambique,Paradise 2,40.65155,-14.43053,0.10194,0.15975,0.44256,-0.12348,0.84602,1.43977,0.0292,2.366015251,48.00799942,0.886588156,48682.69378,0,378
427,Mozambique,Pasiriroani,40.64644,-11.02312,0.09517,0.86886,0.76178,-0.12426,0.48085,0.55889,0.3552,0.8909387,4.334177971,0.390634865,707.641,0,6440
428,Mozambique,Patchala,40.60219,-12.30838,0.07482,0.6943,0.75469,-0.13171,0.36376,0.30958,0.228,1.875521448,16.33883095,0.367150813,9233.712324,0,43
429,Mozambique,Pemba 1,40.55917,-12.96139,0.10118,0.50019,0.52853,-0.13599,0.72377,1.11799,0.2344,48.75056699,0,0,188861.2021,0,2245
430,Mozambique,Pemba 4,40.59254,-12.9647,0.10118,0.50019,0.52853,-0.13599,0.72377,1.11799,0.2344,48.75056699,0,0,188861.2021,0,2245
431,Mozambique,Pemba 5,40.58707,-12.95634,0.10118,0.50019,0.52853,-0.13599,0.72377,1.11799,0.2344,48.75056699,0,0,188861.2021,0,2245
432,Mozambique,Pemba 6,40.58472,-12.95558,0.10118,0.50019,0.52853,-0.13599,0.72377,1.11799,0.2344,48.75056699,0,0,188861.2021,0,2245
433,Mozambique,Ponta Torres,32.96,-26.08,0.04681,-1.06769,0.52792,0.18742,0.49006,0.7178,0.044,NA,0,0,2858.963608,0,0
434,Mozambique,Riwe ya ngombe,40.67184,-11.0404,0.09517,0.86886,0.76178,-0.12202,0.45341,0.69226,0.2716,0.834954056,1.663301349,0.236197338,546.6099548,0,9298
435,Mozambique,Rolas Lions Den,40.556,-12.154,0.0809,0.73382,0.76178,-0.13339,0.40198,0.40507,0.2212,1.36906264,18.38254547,0.31252268,630.2192392,0,308
436,Mozambique,Rongui 1,40.69731,-10.85519,0.09533,0.86996,0.76178,-0.12211,0.47169,0.60393,0.3588,1.230874454,4.497640133,0.492556244,546.9661808,0,0
437,Mozambique,Rudy Reef,35.51168,-22.04703,0.03386,-0.46458,0.27,-0.13072,0.46666,0.88206,0.0076,0.745446457,1.679522514,0.27865693,3.310698137,0,117
438,Mozambique,Rush Hour North,40.60235,-12.17246,0.07774,0.73382,0.76178,-0.13038,0.35961,0.4072,0.1052,1.32546948,7.735197544,0.209340006,484.8850145,0,0
439,Mozambique,Tekomaji 1,40.64189,-10.75603,0.09561,0.68872,0.76178,-0.1242,0.56561,0.55524,0.1916,2.093969794,7.689282894,0.747335196,777.0666496,0,0
440,Mozambique,Tunnel,40.5547,-12.95798,0.10118,0.50019,0.52853,-0.13599,0.72377,1.11799,0.2344,48.75056699,0,0,188861.2021,0,2245
441,Mozambique,Two Miles Reef 1,35.50162,-21.80428,0.03555,-0.20207,0.2902,-0.12327,0.37177,0.80206,0.016,0.651475048,0.270543337,0.068617716,69.88659096,0,282
442,Mozambique,Two Miles Reef 2,35.50244,-21.80046,0.03555,-0.20207,0.2902,-0.12327,0.37177,0.80206,0.016,0.651475048,0.270543337,0.068617716,69.88659096,0,282
443,Mozambique,Two Miles Reef 3,35.50377,-21.80787,0.03555,-0.20207,0.2902,-0.12327,0.37177,0.80206,0.016,0.651475048,0.270543337,0.068617716,69.88659096,0,282
444,Mozambique,Zala South Wall,40.59404,-11.99616,0.07734,0.63365,0.76178,-0.13151,0.42084,0.29477,0.4112,1.098772446,10.7674551,0.285992891,397.8246683,0,0
445,Mozambique,Zala Vineyard,40.57449,-12.00767,0.07643,0.63365,0.76178,-0.13198,0.41574,0.26449,0.2648,1.131490803,10.92522621,0.29893446,432.3990473,0,0
446,Solomon Islands,P10,156.997931,-8.163763,0.00205,0.17743,0.59925,-0.31189,0.02262,-0.12964,0.1996,0.066133434,21.52820969,0,952.6897993,0,0
447,Solomon Islands,P11,157.007072,-8.157302,0.00852,0.17743,0.61108,-0.31388,0.08205,-0.03863,0.068,0.065290965,36.28587723,0,1362.811942,0,0
448,Solomon Islands,P12,157.019398,-8.148056,0.00671,0.17743,0.61108,-0.32151,0.07043,-0.05505,0.0292,0.063921041,61.83891296,0,2189.399434,0,0
449,Solomon Islands,P13,156.958109,-8.188337,0.00205,0.17743,0.59925,-0.31189,0.02262,-0.12964,0.1996,0.066133434,21.52820969,0,952.6897993,0,0
450,Solomon Islands,P14,156.963603,-8.20477,0.00253,0.17743,0.59925,-0.30427,0.01856,-0.1172,0.098,0.064132684,8.446738243,0,904.1439412,0,0
451,Solomon Islands,P15,156.97637,-8.218504,0.00253,0.17743,0.59925,-0.30427,0.01856,-0.1172,0.098,0.064132684,8.446738243,0,904.1439412,0,0
452,Solomon Islands,P16,156.996834,-8.222677,0.00253,0.17743,0.59925,-0.30427,0.01856,-0.1172,0.098,0.064132684,8.446738243,0,904.1439412,0,0
453,Solomon Islands,P17,157.013827,-8.230893,0.00978,0.17743,0.61108,-0.30624,0.0862,-0.01898,0.062,0.062711075,16.09601212,0,1361.794923,0,0
454,Solomon Islands,P18,157.029026,-8.247339,0.00978,0.17743,0.61108,-0.30624,0.0862,-0.01898,0.062,0.062711075,16.09601212,0,1361.794923,0,0
455,Solomon Islands,P4,156.95831,-8.15584,0.00205,0.17743,0.59925,-0.31189,0.02262,-0.12964,0.1996,0.066133434,21.52820969,0,952.6897993,0,0
456,Solomon Islands,P6,156.970022,-8.163896,0.00205,0.17743,0.59925,-0.31189,0.02262,-0.12964,0.1996,0.066133434,21.52820969,0,952.6897993,0,0
457,Solomon Islands,P7,156.9768,-8.167485,0.00205,0.17743,0.59925,-0.31189,0.02262,-0.12964,0.1996,0.066133434,21.52820969,0,952.6897993,0,0
