country,site,aca_geomorphic,aca_benthic,andrello_grav_nc,andrello_sediment,andrello_nutrient,andrello_pop_count,andrello_num_ports,andrello_reef_value,andrello_cumul_score
Fiji,TF4,Terrestrial Reef Flat,Coral/Algae,0.498812,31.979382,3.23e-4,2018.451358,0,0,0.397052
Fiji,TF5,Sheltered Reef Slope,Coral/Algae,0.498812,31.979381,3.23e-4,2018.451313,0,0,0.397052
Fiji,TT1,Sheltered Reef Slope,Coral/Algae,0.498812,31.979383,3.23e-4,2018.451438,0,0,0.397052
Fiji,TT2,Sheltered Reef Slope,Coral/Algae,0.498812,31.979383,3.23e-4,2018.451441,0,0,0.397052
Fiji,TT3,Sheltered Reef Slope,Coral/Algae,0.498812,31.979381,3.23e-4,2018.451342,0,0,0.397052
Fiji,V1,Shallow Lagoon,Coral/Algae,0.616212,27.001225,1.54e-4,1068.288227,0,39,0.522716
Fiji,V2,Inner Reef Flat,Coral/Algae,0.616212,27.001226,1.54e-4,1068.288271,0,39.000002,0.522716
Fiji,V3,Terrestrial Reef Flat,Coral/Algae,0.619922,0,0,2271.165567,0,42.000002,0.347102
Fiji,V4,Sheltered Reef Slope,Coral/Algae,0.741031,22.127056,2e-5,252.714103,0,36,0.496635
Fiji,V5,Sheltered Reef Slope,Coral/Algae,0.619922,0,0,2271.165465,0,42,0.347102
Fiji,V6,Terrestrial Reef Flat,Rubble,0.619922,0,0,2271.16541,0,41.999999,0.347102
Solomon Islands,Chubikopi 1,Terrestrial Reef Flat,Coral/Algae,0.121097,57.217332,0,2499.987568,0,0,0.291811
Solomon Islands,Chubikopi 2,Back Reef Slope,Coral/Algae,0.121097,57.217329,0,2499.987439,0,0,0.291811
Solomon Islands,Chubikopi 3,Back Reef Slope,Coral/Algae,0.121097,57.217331,0,2499.987522,0,0,0.291811
Solomon Islands,Chubikopi 4,NA,NA,0.128813,28.596599,0,1084.463321,0,0,0.26863
Solomon Islands,Chubikopi 5,NA,NA,0.128813,28.5966,0,1084.463361,0,0,0.26863
Solomon Islands,Chubikopi 6,Inner Reef Flat,Rubble,0.128813,28.596599,0,1084.463314,0,0,0.26863
Solomon Islands,Kicha 1 PC,Reef Slope,Coral/Algae,0.187618,3.626118,0,191.525414,0,0,0.231152
Solomon Islands,Malemale 1,NA,NA,0.180417,9.790003,0,487.335773,0,0,0.251306
Solomon Islands,Malemale 2,Reef Crest,Coral/Algae,0.180417,19.269949,0,1334.759468,0,0,0.275058
Solomon Islands,Mbulo 1,NA,NA,0.180417,9.790003,0,487.335772,0,0,0.251306
Solomon Islands,Mbulo 2,NA,NA,0.180417,9.790003,0,487.335774,0,0,0.251306
Solomon Islands,Mbulo 4,NA,NA,0.180417,9.790003,0,487.33577,0,0,0.251306
Solomon Islands,Peava 1,NA,NA,0.180417,19.269949,0,1334.759448,0,0,0.275058
Solomon Islands,Peava 2,Reef Slope,Coral/Algae,0.180417,19.269949,0,1334.759474,0,0,0.275058
Solomon Islands,Zaira 3,Sheltered Reef Slope,Coral/Algae,0.14189,42.440947,0,584.516244,0,0,0.265074
Solomon Islands,Zaira 4,Deep Lagoon,Sand,0.128613,29.196888,0,424.046511,0,0,0.253501
Solomon Islands,Zaira F 1,Deep Lagoon,Sand,0.14189,42.440945,0,584.516217,0,0,0.265074
Solomon Islands,Zaira F 2,NA,NA,0.14189,42.440944,0,584.516206,0,0,0.265074
Solomon Islands,Zaira F 3,NA,NA,0.14189,17.107685,0,110.763609,0,0,0.232466
Fiji,C3,Sheltered Reef Slope,Coral/Algae,0.690092,1.621635,4.2e-5,0,0,11,0.375427
Fiji,C5,Deep Lagoon,NA,0.690092,1.621635,4.2e-5,0,0,11,0.375427
Fiji,KB04,Sheltered Reef Slope,Coral/Algae,0.787703,0.050096,3e-6,6.847198,0,344.999994,0.45112
Fiji,KB05,Sheltered Reef Slope,Coral/Algae,0.787703,0.050096,3e-6,6.847199,0,345.000004,0.45112
Fiji,KB07,NA,NA,0.690092,1.621635,4.2e-5,0,0,11,0.375427
Fiji,KBO6,Sheltered Reef Slope,Coral/Algae,0.690092,1.621635,4.2e-5,0,0,11,0.375427
Fiji,N19,Sheltered Reef Slope,Coral/Algae,0.818447,0.119794,1.3e-5,6.847198,0,653.99999,0.460748
Fiji,N20,Shallow Lagoon,Coral/Algae,0.818447,0.119794,1.3e-5,6.847198,0,653.999984,0.460748
Solomon Islands,KOL01,Outer Reef Flat,Coral/Algae,0.077178,38.718277,0,1488.224383,0,2,0.387451
Solomon Islands,KOL02,NA,NA,0.0807,45.179739,0,1537.34813,0,0,0.271973
Solomon Islands,KOL03,Outer Reef Flat,Coral/Algae,0.084751,52.272834,0,472.046569,0,0,0.254205
Solomon Islands,KOL04,Sheltered Reef Slope,Coral/Algae,0.082597,59.176625,0,493.585209,0,0,0.256188
Solomon Islands,KOL05,Sheltered Reef Slope,Coral/Algae,0.082597,59.176624,0,493.585207,0,0,0.256188
Solomon Islands,KOL06,Outer Reef Flat,Coral/Algae,0.079494,0,0,716.652479,0,0,0.143172
Solomon Islands,KOL07,Outer Reef Flat,Coral/Algae,0.093027,56.744185,0,159.964569,0,0,0.242229
Solomon Islands,KOL08,Sheltered Reef Slope,Coral/Algae,0.093027,56.744186,0,159.964573,0,0,0.242229
Solomon Islands,KOL09,Outer Reef Flat,Coral/Algae,0.093027,56.744186,0,159.964571,0,0,0.242229
Solomon Islands,KOL10,Sheltered Reef Slope,Coral/Algae,0.07207,0,0,1255.755151,0,0,0.151617
Solomon Islands,KOL11,Outer Reef Flat,Coral/Algae,0.079942,60.591682,0,884.59847,0,0,0.265509
Solomon Islands,KOL12,NA,NA,0.073452,65.311066,0,962.045087,0,0,0.266671
Solomon Islands,KOL13,Sheltered Reef Slope,Coral/Algae,0.073452,65.311066,0,962.045089,0,0,0.266671
Solomon Islands,KOL14,Sheltered Reef Slope,Coral/Algae,0.066962,0,0,381.907261,0,0,0.130826
Solomon Islands,KOL15,Reef Slope,Coral/Algae,0.064096,0,0,475.079584,0,0,0.133496
Solomon Islands,KOL16,Reef Slope,Coral/Algae,0.063299,0,0,683.753931,0,0,0.137765
Solomon Islands,KOL17,Reef Slope,Coral/Algae,0.06123,0,0,1225.227812,0,0,0.14884
Solomon Islands,KOL18,Reef Slope,Coral/Algae,0.060801,45.081146,0,2231.845866,2,0,0.447691
Solomon Islands,KOL19,Sheltered Reef Slope,Rock,0.060801,45.081146,0,2231.845858,2,0,0.447691
Solomon Islands,KOL20,Reef Slope,Coral/Algae,0.050789,45.723251,0,3189.943593,2,0,0.451664
Solomon Islands,P10,Reef Slope,Coral/Algae,0.066133,14.153714,0,952.689798,0,0,0.246583
Solomon Islands,P12,Reef Slope,Coral/Algae,0.063921,45.713478,0,2189.399421,0,0,0.275094
Solomon Islands,P4,Reef Slope,Sand,0.066133,14.153714,0,952.689788,0,0,0.246583
Solomon Islands,P7,Reef Slope,Coral/Algae,0.066133,14.153714,0,952.689803,0,0,0.246583
Solomon Islands,V1,Outer Reef Flat,Coral/Algae,0.068104,47.799783,0,2079.92683,0,1,0.392939
Solomon Islands,V10,Outer Reef Flat,Coral/Algae,0.062551,0,0,2104.881279,0,0,0.159229
Solomon Islands,V2A,Outer Reef Flat,Coral/Algae,0.068104,47.799782,0,2079.926795,0,1,0.392939
Solomon Islands,V4,Outer Reef Flat,Coral/Algae,0.068104,47.799782,0,2079.926821,0,1,0.392939
Solomon Islands,V5,Outer Reef Flat,Coral/Algae,0.068104,47.799782,0,2079.926798,0,1,0.392939
Solomon Islands,V6,Outer Reef Flat,Coral/Algae,0.068104,47.799783,0,2079.926833,0,1,0.392939
Solomon Islands,V7,Outer Reef Flat,Coral/Algae,0.068104,47.799781,0,2079.926753,0,1,0.392939
Solomon Islands,V8,Reef Slope,Coral/Algae,0.068104,47.799781,0,2079.926759,0,1,0.392939
